0.0000 	 9.746740e-01
0.0010 	 6.530324e+00
0.0020 	 1.385377e+01
0.0030 	 2.230470e+01
0.0040 	 3.188937e+01
0.0050 	 4.250369e+01
0.0060 	 5.397387e+01
0.0070 	 6.644174e+01
0.0080 	 7.975019e+01
0.0090 	 9.373384e+01
0.0100 	 1.082296e+02
0.0110 	 1.230789e+02
0.0120 	 1.381291e+02
0.0130 	 1.532351e+02
0.0140 	 1.682602e+02
0.0150 	 1.830777e+02
0.0160 	 1.975703e+02
0.0170 	 2.116306e+02
0.0180 	 2.251601e+02
0.0190 	 2.380688e+02
0.0200 	 2.502757e+02
0.0210 	 2.617095e+02
0.0220 	 2.723098e+02
0.0230 	 2.820265e+02
0.0240 	 2.908195e+02
0.0250 	 2.986581e+02
0.0260 	 3.055208e+02
0.0270 	 3.113939e+02
0.0280 	 3.162703e+02
0.0290 	 3.201502e+02
0.0300 	 3.230414e+02
0.0310 	 3.249589e+02
0.0320 	 3.259227e+02
0.0330 	 3.259576e+02
0.0340 	 3.250943e+02
0.0350 	 3.233706e+02
0.0360 	 3.208316e+02
0.0370 	 3.175298e+02
0.0380 	 3.135251e+02
0.0390 	 3.088850e+02
0.0400 	 3.036842e+02
0.0410 	 2.980051e+02
0.0420 	 2.919369e+02
0.0430 	 2.855749e+02
0.0440 	 2.790203e+02
0.0450 	 2.723784e+02
0.0460 	 2.657570e+02
0.0470 	 2.592654e+02
0.0480 	 2.530118e+02
0.0490 	 2.471024e+02
0.0500 	 2.416386e+02
0.0510 	 2.367156e+02
0.0520 	 2.324196e+02
0.0530 	 2.288262e+02
0.0540 	 2.259995e+02
0.0550 	 2.239906e+02
0.0560 	 2.228360e+02
0.0570 	 2.225574e+02
0.0580 	 2.231605e+02
0.0590 	 2.246350e+02
0.0600 	 2.269546e+02
0.0610 	 2.300777e+02
0.0620 	 2.339483e+02
0.0630 	 2.384979e+02
0.0640 	 2.436463e+02
0.0650 	 2.493036e+02
0.0660 	 2.553725e+02
0.0670 	 2.617492e+02
0.0680 	 2.683264e+02
0.0690 	 2.749952e+02
0.0700 	 2.816468e+02
0.0710 	 2.881740e+02
0.0720 	 2.944728e+02
0.0730 	 3.004445e+02
0.0740 	 3.059963e+02
0.0750 	 3.110433e+02
0.0760 	 3.155098e+02
0.0770 	 3.193308e+02
0.0780 	 3.224529e+02
0.0790 	 3.248353e+02
0.0800 	 3.264499e+02
0.0810 	 3.272828e+02
0.0820 	 3.273347e+02
0.0830 	 3.266209e+02
0.0840 	 3.251708e+02
0.0850 	 3.230271e+02
0.0860 	 3.202453e+02
0.0870 	 3.168933e+02
0.0880 	 3.130492e+02
0.0890 	 3.088003e+02
0.0900 	 3.042412e+02
0.0910 	 2.994719e+02
0.0920 	 2.945952e+02
0.0930 	 2.897153e+02
0.0940 	 2.849358e+02
0.0950 	 2.803580e+02
0.0960 	 2.760781e+02
0.0970 	 2.721856e+02
0.0980 	 2.687615e+02
0.0990 	 2.658764e+02
0.1000 	 2.635890e+02
0.1010 	 2.619454e+02
0.1020 	 2.609787e+02
0.1030 	 2.607086e+02
0.1040 	 2.611409e+02
0.1050 	 2.622679e+02
0.1060 	 2.640680e+02
0.1070 	 2.665070e+02
0.1080 	 2.695401e+02
0.1090 	 2.731137e+02
0.1100 	 2.771671e+02
0.1110 	 2.816332e+02
0.1120 	 2.864410e+02
0.1130 	 2.915167e+02
0.1140 	 2.967850e+02
0.1150 	 3.021706e+02
0.1160 	 3.075990e+02
0.1170 	 3.129977e+02
0.1180 	 3.182975e+02
0.1190 	 3.234325e+02
0.1200 	 3.283401e+02
0.1210 	 3.329624e+02
0.1220 	 3.372464e+02
0.1230 	 3.411458e+02
0.1240 	 3.446210e+02
0.1250 	 3.476391e+02
0.1260 	 3.501732e+02
0.1270 	 3.522026e+02
0.1280 	 3.537130e+02
0.1290 	 3.546960e+02
0.1300 	 3.551495e+02
0.1310 	 3.550763e+02
0.1320 	 3.544830e+02
0.1330 	 3.533807e+02
0.1340 	 3.517858e+02
0.1350 	 3.497189e+02
0.1360 	 3.472042e+02
0.1370 	 3.442706e+02
0.1380 	 3.409517e+02
0.1390 	 3.372853e+02
0.1400 	 3.333124e+02
0.1410 	 3.290771e+02
0.1420 	 3.246270e+02
0.1430 	 3.200125e+02
0.1440 	 3.152850e+02
0.1450 	 3.104968e+02
0.1460 	 3.057013e+02
0.1470 	 3.009535e+02
0.1480 	 2.963087e+02
0.1490 	 2.918221e+02
0.1500 	 2.875473e+02
0.1510 	 2.835349e+02
0.1520 	 2.798321e+02
0.1530 	 2.764838e+02
0.1540 	 2.735317e+02
0.1550 	 2.710134e+02
0.1560 	 2.689630e+02
0.1570 	 2.674093e+02
0.1580 	 2.663759e+02
0.1590 	 2.658802e+02
0.1600 	 2.659333e+02
0.1610 	 2.665395e+02
0.1620 	 2.676967e+02
0.1630 	 2.693963e+02
0.1640 	 2.716222e+02
0.1650 	 2.743515e+02
0.1660 	 2.775548e+02
0.1670 	 2.811953e+02
0.1680 	 2.852299e+02
0.1690 	 2.896098e+02
0.1700 	 2.942800e+02
0.1710 	 2.991810e+02
0.1720 	 3.042501e+02
0.1730 	 3.094221e+02
0.1740 	 3.146291e+02
0.1750 	 3.198017e+02
0.1760 	 3.248698e+02
0.1770 	 3.297648e+02
0.1780 	 3.344192e+02
0.1790 	 3.387670e+02
0.1800 	 3.427459e+02
0.1810 	 3.462980e+02
0.1820 	 3.493709e+02
0.1830 	 3.519190e+02
0.1840 	 3.539044e+02
0.1850 	 3.552970e+02
0.1860 	 3.560767e+02
0.1870 	 3.562343e+02
0.1880 	 3.557706e+02
0.1890 	 3.546979e+02
0.1900 	 3.530401e+02
0.1910 	 3.508314e+02
0.1920 	 3.481158e+02
0.1930 	 3.449449e+02
0.1940 	 3.413780e+02
0.1950 	 3.374820e+02
0.1960 	 3.333297e+02
0.1970 	 3.289981e+02
0.1980 	 3.245670e+02
0.1990 	 3.201170e+02
0.2000 	 3.157275e+02
0.2010 	 3.114750e+02
0.2020 	 3.074319e+02
0.2030 	 3.036645e+02
0.2040 	 3.002318e+02
0.2050 	 2.971843e+02
0.2060 	 2.945625e+02
0.2070 	 2.923961e+02
0.2080 	 2.907036e+02
0.2090 	 2.894929e+02
0.2100 	 2.887611e+02
0.2110 	 2.884954e+02
0.2120 	 2.886738e+02
0.2130 	 2.892661e+02
0.2140 	 2.902349e+02
0.2150 	 2.915375e+02
0.2160 	 2.931275e+02
0.2170 	 2.949567e+02
0.2180 	 2.969770e+02
0.2190 	 2.991413e+02
0.2200 	 3.014051e+02
0.2210 	 3.037266e+02
0.2220 	 3.060674e+02
0.2230 	 3.083942e+02
0.2240 	 3.106793e+02
0.2250 	 3.129022e+02
0.2260 	 3.150499e+02
0.2270 	 3.171161e+02
0.2280 	 3.191006e+02
0.2290 	 3.210086e+02
0.2300 	 3.228515e+02
0.2310 	 3.246457e+02
0.2320 	 3.264112e+02
0.2330 	 3.281701e+02
0.2340 	 3.299453e+02
0.2350 	 3.317592e+02
0.2360 	 3.336333e+02
0.2370 	 3.355884e+02
0.2380 	 3.376431e+02
0.2390 	 3.398130e+02
0.2400 	 3.421101e+02
0.2410 	 3.445424e+02
0.2420 	 3.471144e+02
0.2430 	 3.498264e+02
0.2440 	 3.526740e+02
0.2450 	 3.556479e+02
0.2460 	 3.587340e+02
0.2470 	 3.619136e+02
0.2480 	 3.651639e+02
0.2490 	 3.684579e+02
0.2500 	 3.717637e+02
0.2510 	 3.750459e+02
0.2520 	 3.782666e+02
0.2530 	 3.813870e+02
0.2540 	 3.843669e+02
0.2550 	 3.871664e+02
0.2560 	 3.897479e+02
0.2570 	 3.920765e+02
0.2580 	 3.941208e+02
0.2590 	 3.958531e+02
0.2600 	 3.972494e+02
0.2610 	 3.982906e+02
0.2620 	 3.989623e+02
0.2630 	 3.992564e+02
0.2640 	 3.991709e+02
0.2650 	 3.987105e+02
0.2660 	 3.978855e+02
0.2670 	 3.967123e+02
0.2680 	 3.952126e+02
0.2690 	 3.934123e+02
0.2700 	 3.913407e+02
0.2710 	 3.890308e+02
0.2720 	 3.865184e+02
0.2730 	 3.838422e+02
0.2740 	 3.810421e+02
0.2750 	 3.781589e+02
0.2760 	 3.752335e+02
0.2770 	 3.723062e+02
0.2780 	 3.694168e+02
0.2790 	 3.666028e+02
0.2800 	 3.638983e+02
0.2810 	 3.613346e+02
0.2820 	 3.589393e+02
0.2830 	 3.567363e+02
0.2840 	 3.547441e+02
0.2850 	 3.529771e+02
0.2860 	 3.514450e+02
0.2870 	 3.501530e+02
0.2880 	 3.491034e+02
0.2890 	 3.482943e+02
0.2900 	 3.477208e+02
0.2910 	 3.473747e+02
0.2920 	 3.472445e+02
0.2930 	 3.473158e+02
0.2940 	 3.475722e+02
0.2950 	 3.479960e+02
0.2960 	 3.485674e+02
0.2970 	 3.492660e+02
0.2980 	 3.500723e+02
0.2990 	 3.509674e+02
0.3000 	 3.519335e+02
0.3010 	 3.529533e+02
